note_id,#diary_id,#author_id,#note_date,#people
"182101",#"364",#"359",#"1951-07-09",#"галя щукина->1,люська дружинина->1,юра кувыкин->1,саша руденко->1,виретта->1,игорь->1,садовник->1,микоян->1,феликс->1"
"182102",#"364",#"359",#"1951-07-10",#"кэсон->3,ир ким->1,мамай->1"
"182103",#"364",#"359",#"1951-07-16",#"женька->1,алик глезер->1,юрка виницкий->1,ефим бугай->1,диккенс->1,ленин->4,эльвира берлявская->1,еникеев->1,фима->5,виретта->6,шамиль хабибуллин->1,эльвира->2,шамиль->9,фимка->3,матросов->1,сталин->1,эльвиретта->1,кэсон->1,кэсоня->1"
"182104",#"364",#"359",#"1951-07-19",#"галька щукина->1,алевтина володарская->1,галя щукина->1,алла->1,галина->1,диккенс->2,фимка->1,бугай->1,витя->1,торопчик->1,фима->1"
"182105",#"364",#"359",#"1951-07-20",#"фима->1,виретта->1,эльвиретта->1,фимка->1"
"182106",#"364",#"359",#"1951-07-20",#"виретта->4,карл маркс->1,эльвиретта->1,фимка->1,лёвка митюгов->1,гога->1,матросов->1,матвеев->1,ленин->2,женька->6,витька->2,витька торопчин->1,сталин->1,витя->1"
"182107",#"364",#"359",#"1951-07-21",#"питер харриган->1,алек стон->1,эдуард->2"
"182108",#"364",#"359",#"1951-07-24",#"женька->2,витя->1"
"182109",#"364",#"359",#"1951-07-25",#"женька->2,витька->1,эльвира->1,люси->1,галя щукина->1,виретта->1,моссадык->1,гарриман->2"
"182110",#"364",#"359",#"1951-07-28",#"александр алексеевич->1,алик глезер->1,нарик->1,лисицман->1,фауст->2,ленин->2,беркутов->2,феликс->8,геб->1,стасик сущевский->1,вовка м->1,танюша ш->1,вовка->2,таня->1,вальпургиев->1,рэнальда->1,женька->1,юсупов->1,лисициан->1"
"182111",#"364",#"359",#"1956-07-15",#"лев ошанин->1"
"182112",#"364",#"359",#"1956-07-16",#"ласл->1,ласло раёк->1,александр герасимов->1,А герасимов->1,сталин->1,герасимов->2"
"182113",#"364",#"359",#"1956-07-22",#"ванин->1,валентин бережков->1,скобцева->1,дездемона->1,скобцев->1"
"182114",#"364",#"359",#"1956-07-23",#"Н заболоцкий->1,николай заболоцкий->1,тито->1,сталин->1,юлий цезарь->1,людовик->1,ленин->1,владимир луговской->1,павел антокольский->1,В лебедев->1,твардовский->1,шиллер->1,маяковский->1"
"182115",#"364",#"359",#"1956-07-24",#"матиас->1,ракош->3,сталин->1,жуков->1,эдик пугачев->1,эдик->1"
"182116",#"364",#"359",#"1956-07-26",#"галина константиновна->1,козьмин->1,феликс->1,алик касимов->1,давыдов->1"
"182117",#"364",#"359",#"1956-07-31",#"хуршида->1,юра->2,игорь->1,алексей недогонов->1,стих->1,гудзенко->1,шубин->1,наровчатов->1,симонов->1,светлов->1"
"182118",#"364",#"359",#"1956-08-07",#"олег кошевой->2,любовь шевцова->1,люба->1,олег->2,фадеев->1,абдель гамаль->1,насер->1,алик глезер->1,светлана->1,сталин->1"
"182119",#"364",#"359",#"1956-08-12",#"оля->1,алик->1,татьяна->1,сталин->5,ленин->1,лебедев->1,микоян->2,маленков->2,ворошилов->1,молотов->2,каганович->1,анастас иванович микоян->1,николай александрович булганин->1,булганин->6,жуков->1,идэн->1,луи бонапарт->1,маркс->1,виктор гюго->1,давид бурлюк->1,додик->1,леонид мартынов->1,григорий->1,борис слуцкий->1,эренбург->2"
"182120",#"364",#"359",#"1956-08-17",#"марек->1,гласко->1,фёдор михайлович достоевский->1,достоевский->35,шекспир->2,бальзак->1,алёша карамазов->1,настасья филипповна->1,николай ставрогин->1,карамазов->2,толстой->1,оруэлла->1,ставрогин->1,мышкин->1,данте->1,леонардо->1,винчи->1,ленин->1"
"182121",#"364",#"359",#"1956-08-18",#"бертольд брехт->2"
"182122",#"364",#"359",#"1956-08-20",#"валерия сивак->1,вестингауз->1,нэнси->1,дюпон->1,уильям ричардсон->2,ричардсон->12,клэр->1,люс->1,гитлер->1,гиммлер->1,анна->1,маккарти->1,олег кошевой->2"
"182123",#"364",#"359",#"1957-01-04",#"гитлер->1,сталин->2,фултоня->1,ленин->1,дудинцев->2,фёдор->1,шамгунович->1,назиров->2,стаська->1,сущевский->1,нина осинцева->3,ворошилов->1,осинцева->1,нинка осинцева->1,хрущёв->1"
"182124",#"364",#"359",#"1957-01-05",#"паустовский->1,сталин->2,симонов костя->1,нинка осинцева->1,алик касимов->1,ленин->1,дени гамильтон->1,хилла->1,сэвайер стюарт->1,диана->2,руфина нифонтова->1,григорий рошаль->1,карлов->1,вар->1,мэрилин монро->3"
"182125",#"364",#"359",#"1957-01-06",#"фадеев->1,мордвинов->1,женя дунаевский->1"
"182126",#"364",#"359",#"1957-01-07",#"имре->1,надя->1,игорь ильинский->1,гурченко->2,лолита->1,игорь->1"
"182127",#"364",#"359",#"1957-01-09",#"маленков->2,молотов->1,тито->1,эрна->1,гера->1,алик глезер->1,дудинцев->1,алик->3,микоян->1"
"182128",#"364",#"359",#"1957-01-10",#"эрих->2,мария->1,мариа->1,ремарк->9,хемингуэй->1,гитлер->5,гиммлер->1,геббельс->1,ева браун->2,альбин шкода->1,людвиг бодмер->2,дудинцев->1,генрих->1,тиссный->1,нина->2"
"182129",#"364",#"359",#"1957-01-12",#"алексей толстой->1,алексей николаевич->1,иден антони->1,иден->1,макмиллан->1,джонатан->1"
"182130",#"364",#"359",#"1957-01-20",#"аркадия пласт->1,мартирос сарьян->1,семён чуйков->1,пикассо->9,эренбург->3,зильберштейн->1,недовольный->1,каганович->1,путилов->1,иван сидоров->1,сидоров->2,ванька сидоров->1,сталин->1,тито->1"
"182131",#"364",#"359",#"1957-01-29",#"артуро->1,сарьян->1,яблонская->2"
"182132",#"364",#"359",#"1957-02-04",#"артур миллер->4,мэрлина монро->2,оливье лоуренс->2,вивьен ли->2,нельсон->1,эмма->1"
"182133",#"364",#"359",#"1957-02-07",#"пикассо->1,делакруа->2,давид->1,крэбба->2,марина п->1,константин->1,лапина->1,андраш->3,марин->1,имре->1,надя->1,ракош->1,константин кириллович->1,марин п->1,марина->1"
"182134",#"364",#"359",#"1957-02-08",#"дудинцев->4,виноградов->1,галкина->1,галкин->1"
"182135",#"364",#"359",#"1957-02-11",#"ромик->1,сароян->1,бальзак->1,леонард->1,бодевший->1,сергей->2,никита->1,тереса->2,хэйтёрший->1,эрнест хемингуэй->1,мэри->1,лео шустрый->1,шустрый->1"
"182136",#"364",#"359",#"1957-02-12",#"паулюс->1,миклош->1,хортивший->1,одиля родня->1,джина->1,лоллобриджид->1,софия->1,лорен->2"
"182137",#"364",#"359",#"1957-02-16",#"павел корчагин->1,давыдов->1,алик глезер->1,ренат еникеев->1,витька->5,ренат->1,сталин->1,фадеев->2,светлана->3,гармс->1"
"182138",#"364",#"359",#"1957-02-19",#"шепил->1,громыко->1,ворошилов->1,булганин->1"
"182139",#"364",#"359",#"1957-02-23",#"ворошилов->1,тарасов->1,могэма->2,ашенден->2,китс->1,моравиа->1,сароян->1,эдгар->1,по->1,антон чехов->1"
"182140",#"364",#"359",#"1957-02-28",#"леонид леонов->1,джалиль муса->1,валентин овечкин->1,чуковский->1,некрасов->1"
"182141",#"364",#"359",#"1957-03-01",#"шепил->1"
"182142",#"364",#"359",#"1957-03-02",#"артур миллер->2,борис полевой->3,александр герасимов->2,гоголь->1,А лактионов->2,лактионов->2,герасимов->4,фёдор гладков->1,сергей малашкин->1,василий бакшеев->1,никанур ханаев->1,сергей герасимов->2,налбандяный->1,сарьян->2,вучетич->1,лебедева->1,лебедев->1,владимир фаворский->1,дейнека->1,А герасимов->7,евгений вучетич->1,Е вучетич->2,александр->1,эвелина фенина->1,сталин->1,иогансон->1,лактион->1,платонов->1,кузнецов->2,пантелеев->3,каримов->1"
"182143",#"364",#"359",#"1957-03-03",#"чарли->2,чаплин->1,чарли чаплин->1,витька гефтер->1"
"182144",#"364",#"359",#"1957-03-06",#"алик касимов->1,шурка охотников->1,франсуаза->1,саган->1,мороз->1"
"182145",#"364",#"359",#"1957-03-07",#"аристотель->1,эрнст хемингуэй->1,хемингуэй->2,келли грэйс->1,грэйс->3,ренье->1"
"182146",#"364",#"359",#"1957-03-09",#"фадеев->1"
"182147",#"364",#"359",#"1957-03-15",#"жильцов->1,кристи агат->1,кристи агата->1,мэри уэстмэкотт->1,кристи->1,агата->1,франсуаза->2,саган->2,отто->1,жизель->4,бальзак->1,марсель пруст->1,виктор гюго->1"
"182148",#"364",#"359",#"1957-03-16",#"ильинична шурова->1,нина юлиевна->1,никита сергеич->1,булганин->2,ворошилов->1,отто->1,скорценний->1,муссолини->4,пабло пикассо->2,пикассо->2,гай->1,оффиса форин->1,маклина->1,романо муссолини->1,анна->4,мария муссолини->1,мария->1,бенитое->1,Х джексон->1,килгор->1,кох->1,абиссиния->2,молотов->1,первухин->1"
"182149",#"364",#"359",#"1957-03-17",#"войцех гелжинский->1"
"182150",#"364",#"359",#"1957-03-18",#"фердинанд->1,измаил->1"
"182151",#"364",#"359",#"1957-03-23",#"гарри иващенко->1,витторио->2,карло->1,цинтия купер->1,артур->1,коннель->1,марлен дитрих->1,купер->3"
"182152",#"364",#"359",#"1957-03-25",#"франсуаза->2,саган->2"
"182153",#"364",#"359",#"1957-03-26",#"димитрий трофимович шепилов->1,шепил->2,шепиловая->1"
"182154",#"364",#"359",#"1957-03-31",#"алексей кузнецов->1,суслов->1,шепил->1,мартирос сарьян->1,сарьян->3,кузнецов->2,александр герасимов->2"
"182155",#"364",#"359",#"1957-04-17",#"витя торопчин->1,чанбарисов->1,назиров->1,евгений петрович бирюков->1,женя бирюков->1,венера гареева->1,юра->1,владислав->1,булат рафиков->1,леонид леонов->1"
"182156",#"364",#"359",#"1957-05-03",#"раис фаткуллин->1,бирюков->2,хусаин->1,туманов->1,гоголев->1,лёня->2,юрка бугров->1,эльвира->1,леонид->1"
"182157",#"364",#"359",#"1957-05-10",#"галя->1,кириллов->1,эльвира->1"
"182158",#"364",#"359",#"1957-05-13",#"феликс петрович->1,чернуха->1,галина константиновна->1,козьмин->1,феликс->1"
"182159",#"364",#"359",#"1957-05-14",#"всемирный->1,совет->1,мир->1"
"182160",#"364",#"359",#"1957-05-19",#"чан->1,кай->1,тернер->1,хрущёв->1,никита сергеевич->1,дуайт эйзенхауэр->1,стивенсон->3"
"182161",#"364",#"359",#"1957-09-14",#"назиров->1"
"182162",#"364",#"359",#"1957-09-15",#"маша->2,шиллер->4,вильгельм->1,телля->1,луиза->1,бодлер шарль->2,виктор гюго->1,теофиль->1,готье->1,бальзак->1,эмиль золя->1,бодлера->5,гейне->2,уолт->1,эдгар->2,суинберг->1,по->1,достоевский->3"
"182163",#"364",#"359",#"1957-09-16",#"горький->2,сталин->1,молотов->1,каганович->1,адэнауэр->1"
"182164",#"364",#"359",#"1957-09-17",#"джо->1,луис барроу->1,петер->1,мода->1,кауля->1,имре->2,надя->2,бруно фря->1,бэла->1,кирая->1,анна->1,йожеф кёваго->1,шандор->1,гергея->2,павший->1,миндсенти->1,йожеф дудаш->1"
"182165",#"364",#"359",#"1957-09-18",#
"182166",#"364",#"359",#"1957-09-19",#"николай григориевич афанасьев->1,Л троцкий->1,А Ф керенский->1,иоанн александрович кочуров->1,ленин->6,Г ленин->1,ульянов->1,троцкий->2,бронштейн->1,Г луначарский->1,крыленко->1,розенфельд->1,матрос->1,дыбенко->1,антонов->1,овсеенко->1,коллонтай->1,родные->1,владимир бонди->1,александр грин->1"
"182167",#"364",#"359",#"1957-09-23",#"саша клементьев->1,ян сибелиус->1,войцех гелжинский->1,молотов->1,джон хопкинсон->1,джорджо->1,кордон->1,отто->1,пременже->1,франсуаза->2,саган->1,сесилия->2,джена->1,себерг->1,иоанн->1,дебора->1,керра->1,жорж->1,орик->1,жюльетта->1,грёкое->1,дороти->2,саша->2,гитрущий->2,люсьен->1,гитлер->2,черчилль уинстон->1,идэн антони->1,идэн->2,оливия->1,хевиланда->1,егуди менухин->1,менухин->1,бах->1,давид->3,герман коппель->1,эдвард->1,ремарк->1,кроник->1,жорж сименон->1,милена->2,артур миллер->1,брижитта бардо->1,брижитта->2,маргарита->3,уильям уоллес->1,уоллес->1,бен бенсон->1,изольда извицкая->1,марлен дитрих->1,тайрон пауэр->1,чарльз->1,анри->2,видаля->1,чаплин->1,чарли чаплин->2,джерри эпштейн->1,фауст->1,фрэнк->1,тэшлина->1,роман эрскина->1,кодуэлла->1"
"182168",#"364",#"359",#"1957-09-27",#"виктор зайкин->1,галя->1,кириллов->1,эльвира->1,инна хакимова->1,ольга иванова->1"
"182169",#"364",#"359",#"1957-09-28",#"маша->1,бунин->4,толстой->2,лопахин->1,бернарда шоу->1,давыдов->1,иван грозный->1"
"182170",#"364",#"359",#"1957-09-29",#"сергей есенин->1,танюша->1,качалов->1,тапшева->1,гоголь->1"
"182171",#"364",#"359",#"1957-09-29",#"вернер->1,лотар->1,тайорон->1,тауэром->1,ассошиэйтед пресс->1,ларри->1,аллек->1,эдвард->1,А морроу->1,эдвард морроу->5,перон->21,айрес->1,евит->3,исаак рохас->1,морроу->3"
"182172",#"364",#"359",#"1957-09-30",#"фернандес->5,доминика->1,фернандеза->1,дудинцев->1,фернадес->1,А громыко->1,лёня->1,пётр->1"
"182173",#"364",#"359",#"1957-10-02",#"андрей->1,батурин->1,жигмонд->1,Б гурков->1,ворошилов->2,гурков->2,никитин->1"
"182174",#"364",#"359",#"1957-10-03",#"ян сибелиус->1,тито->1,фурцев->1,николай павлович фирюбин->1,фирюбин->1,молотов->1"
"182175",#"364",#"359",#"1957-10-08",#"громыко->1,бродвеющий->1,джозеф каплан->1,геральд->1,франц->2,карл->2,фельдберг->1,николас->1,эгон->1,могэма->2,томпсон->1,боб гаррисон->1,валенттин->1,либерэйс->1,купер->1,китта->1,фрэнк->1,синатр->1,мэрлина монро->3,мэрлина->1,гаррисон->3,флинн->1,джина->1,лоллобриджид->2,марлен дитрих->1,лорен->1,домингина->1,лючия->1"
"182176",#"364",#"359",#"1957-10-09",#"бодуэн->1,юлиан->1,фридерика->1,датский->1,павел греческий->1,геттисберг->1,эрих->1,доротея->1,вика->1,абдул->1,рахман->1,тиссный->1,нина->2,нина дайер->2,курт->1,никола франко->1"
"182177",#"364",#"359",#"1957-10-10",#"ольга василиевна->1,савельева->1"
"182178",#"364",#"359",#"1957-10-13",#"витя->1,торопчик->1"
"182179",#"364",#"359",#"1957-10-15",#"витя->1,сергей есенин->1"
"182180",#"364",#"359",#"1957-10-16",#"джон гутман->1,гутман->2,марио->2,скарпио->1,ева->3,берберыуш->3,моцарт->1,франц->1,грэхэма->1,грин->1,дудаша->1,малетер пал->1,хойригера->1,гринцинга->1,войцех->2,горький->1,саша->2,жуков->1,рокоссовский->1,бах->1,иванов->1,войцех гелжиньский->1"
"182181",#"364",#"359",#"1957-10-17",#"елизавета->1"
"182182",#"364",#"359",#"1957-10-21",#"мареш->2,глинский->1,жан маре->1"
"182183",#"364",#"359",#"1957-10-22",#
"182184",#"364",#"359",#"1957-10-23",#"юрка поройков->1,светлов->1,джозеф олсон->1,джан->1,брюэлла->1,джордж->1,войцех гелжиньский->1,диего ривер->1,хосе ривер->1"
"182185",#"364",#"359",#"1957-10-24",#"бенсон->1"
"182186",#"364",#"359",#"1957-10-25",#"рокоссовский->1,гитлер->1,сауд->1,идэн->1"
"182187",#"364",#"359",#"1957-10-29",#
"182188",#"364",#"359",#"1957-10-30",#"борис домашников->1,шурик пантелеев->1,витька торопчин->1,алёша кузнецов->1,пантелеев->1,эвелина павловна фенина->1,иван владимирович->1,сотник->1,василий василиевич->1,гаврила орлов->1,вася трубицын->1,геннадия молодец->1,юра->1,марсель гафуров->1,саша филиппов->1,костя->1,папковы->1,бен->1,голд мейер->1,жуков->2,малиновский->1,елизавета->1,макмиллан->1,хрущёв->1,советский->1,даллеса->1"
"182189",#"364",#"359",#"1957-11-01",#
"182190",#"364",#"359",#"1957-11-02",#"петров->1,коровин->1,васнецов->1,судьбинин->1,павлова->1,богданов->1,ходасевич->1,натан альтман->1,илья машков->1,маяковский->1"
"182191",#"364",#"359",#"1957-11-03",#"жуков->2"
"182192",#"364",#"359",#"1957-11-16",#"хусейн->1,глабба->1,антонин запотоцкий->1,феликс гайяр->1,фидель кастро->1"
"182193",#"364",#"359",#"1957-11-25",#"диего ривер->1,антуан->1"
"182194",#"364",#"359",#"1957-12-05",#"валериан георгиевич прокшин->1,алина мухаметзяновна ахмерова->1,карика->1,ахмеров->1,алик глезер->1,витька торопчин->1,борис->1,сороковой->1,раиль билялов->1,коля костин->1,гога иванов->1,георгий маленков->1,маленков->5,дариил->1,хемингуэй->1,мел феррер->1,ава гарднер->1,тайрон пауэр->1,жюльетта->1,грёкое->1,даника->1,патиссон->1,луи арагон->1,журдан франсис->1,пьер->1,жорж->1,садуля->1,поль сартр->1,сартр->2,некрасов->1,чарли чаплин->1,чарльз чаплин->1,чаплин->1"
"182195",#"364",#"359",#"1957-12-06",#"анна->1,франк->1,Ф гудрич->1,артур миллер->2,жан->2,гектор->1,улисс->1,лилиан->1,хеллман->1,жанна->1,арк->1,бернард->1,шоу->1,луис кроненберг->1,энида->1,бэгнолд->1,айра->1,левин->1,вилли->1,кроненберг->1,тамерлан великий->1,кристофер марло->1,кэйся->1"
"182196",#"364",#"359",#"1957-12-08",#"ириан западный->1"
"182197",#"364",#"359",#"1957-12-11",#"луис армстронг->1,поль робсон->2,сергей эйзенштейн->1,виноградов->2,стендаля->1,андрей->1,везалий->1,фейхтвангер->1,лафонтен->1,мольер->2,симон->1,вольтер->1,данкур->1,буш->1,фрагонар->1,рубенс->1"
"182198",#"364",#"359",#"1957-12-12",#"аустерлиц->1,бисмарк->1,данаида->1,гитлер->1,булганин->1,аденауэр->1"
"182199",#"364",#"359",#"1957-12-16",#"макмиллан->1,рандольф->2,черчилль->2,алагоас->1,гумберто->1,жакелина->2,франсуа->1,пабло пикассо->1,пулен фрэнсис->1,пулена->1,пикассо->1,келли грэйс->1,черчилль уинстон->1,карло->1,ханс->1,гарольд->1,александер->1,джирард->1,гвидарелло->1,гвидарелли->1"
"182200",#"364",#"359",#"1957-12-17",#"айрес->1,хуан перон->2,роберто->1,меирес->1,ромео->1,марек->1,конопка->1,элвис->1,дрю пирсон->1,мария->2,дед->1,мороз->1,дэвис->1,робин->1,гуд->1,карим->3,аги->1,фульгенцио батист->1,мартин агронский->1,фауст->1,шелл->1,мэрлина монро->1,тиссо->1,луис армстронг->1,рита->1,хилла->1,жюльетта->1,грёкое->1,белла->1,патрисио->1,келли->4,яго->1,шайо->1"
"182201",#"364",#"359",#"1957-12-18",#"шайо->1,макмиллан->1,людовик->2,булганин->1,галиндес->18,голиндес->1,франко->1,чарльз->1,джеральд лестер->1,кэбелла->1,монтекристи->1,стефенс->1,адамс->1,трухиоля->1"
"182202",#"364",#"359",#"1957-12-19",#"чарльз->1,дженкинс->4,гарри браун->6,браун->9,чарльз балли->1,синга->2,вильям кеммлер->1,альдерт->3"
"182203",#"364",#"359",#"1957-12-22",#"россано->3,жан ренуар->2,карл кох->1,джина->3,лоллобриджид->2,мэрлина монро->1,джюн эллисон->1,софи->2,лорен->4,лидия->1,рита->1,джошуа логанный->1,франсуаза->1,саган->1,вацлав сверадовский->1,маргарита->1,карло понти->4,хуарес->1,карло->1,мел феррер->1,одри->1,софия->1,аллэн->1,лэдда->1,гэри->1,грант->1,юджин->1,ховард->1,вильям->1,холден->1"
"182204",#"364",#"359",#"1957-12-24",#"вильям->1,рандольф->1,хёрстая->3,никита сергеевич->1,хёрстый->5,ленин->2,боб->1,хрущёв->2,смит->1,никита->1,дэвид->1,розенберг->2,циолковский->1,никита хрущёв->1,булганин->2,россано->1"
"182205",#"364",#"359",#"1958-12-24",#"люда кулышева->1,нэля соколовская->1,гога иванов->1,пьер->1,шаброль->1,леонов->1,ленин->1,антуан->1"
"182206",#"364",#"359",#"1958-12-25",#"маяковский->1"
"182207",#"364",#"359",#"1958-12-26",#
"182208",#"364",#"359",#"1958-01-06",#"витя торопчин->1,гейне->1,антуан->1,розенберг->1,никита сергеевич->1,ракоци->1,сталин->1,марик->2,рокк->1,немета->1,янош кадар->1,ева->1"
"182209",#"364",#"359",#"1958-01-07",#
"182210",#"364",#"359",#"1958-01-08",#"луис армстронг->1,айрес->1,жак->1"
"182211",#"364",#"359",#"1958-01-09",#"кальва->1"
"182212",#"364",#"359",#"1958-01-10",#"джордж->1,мона->1,алекс->1,гуландрис->1,гоген->1,ренуар->1,кленерт->1,дженни->1,джина->3,лоллобриджид->2,витторио->1,софия->1,лорен->1,карло понти->1,ингрид бергман->1,роберто->1,одри->3,брижитта бардо->1,джо->2,фред астер->1,наташа->1"
"182213",#"364",#"359",#"1958-03-30",#"никита сергеевич->1,борис пастернак->1,живаго->1,дудинцев->1,михаил светлов->1"
"182214",#"364",#"359",#"1958-03-31",#"алик глезер->1,малик->1,вильям->1,джон->1,голлана->1,брюс->1,стив->1,митчелла->1,кэтлина->1,айткен->1,альберт->1,эмиль золя->1,эмлин вильямс->1,чарльз->1,кристи->1,тайрон->1,марлен дитрих->1,диана->2,дорс->2,вивьен ли->1"
"182215",#"364",#"359",#"1958-04-02",#"леонид соболев->1,соболев->1,валентин катаев->1,петер ринер->1,джена->2"
"182216",#"364",#"359",#"1958-02-08",#"франсуаза->1,саган->1,бернар->1,мишель->1,вадим->1,карло->1,тони ландёр->1,адам ноэль->1,куэвас->1,владимир скуратов->1"
"182217",#"364",#"359",#"1958-02-09",#"гарриман->2,вагнер->1,винниченко->1,симон петлюра->1,алан->1,нэнн->1,мэй->1,аверелла->1"
"182218",#"364",#"359",#"1958-02-11",#
"182219",#"364",#"359",#"1958-02-14",#"марсель кашен->1,антоний->1,флобер->2,юнона->1"
"182220",#"364",#"359",#"1958-02-15",#"черчилль уинстон->1,карл->1,елизавета->1,харродс->1,вернер->1,браун->1,роман якобсон->2,маяковский->16,татьяна яковлева->1,якобсон->7,париж->1,владимир ильич ленин->1,дельмас->2,онассиса->1"
"182221",#"364",#"359",#"1958-02-16",#"жоржетта->1,анис->1"
"182222",#"364",#"359",#"1958-02-17",#"гарольд->1,абдель гамаль->1,насёра->1"
"182223",#"364",#"359",#"1958-02-18",#"валериан георгиевич прокшин->1,амин->1,мухаметзяновна->1,ахмеров->1,василий василиевич->1"
"182224",#"364",#"359",#"1958-02-24",#"орваля->1,элвис->1,абиссиния->1,поль уайт->1,уайт->1,софи->1,лорен->1,курцио малапарт->1"
"182225",#"364",#"359",#"1958-02-25",#"джон фостер->1,даллеса->1,леонид коган->1,джон->1,берри->1,алекс->1,крессан->1,дороти->1,маяковский->3,якобсон->3,татьяна яковлева->1"
"182226",#"364",#"359",#"1958-02-27",#"джена->1"
"182227",#"364",#"359",#"1958-02-28",#"мороз->1"
"182228",#"364",#"359",#"1958-03-02",#
"182229",#"364",#"359",#"1958-03-03",#"павел тимофеевич павлов->1,павел тимофеевич->2,константин->1,седой->1,сервантес->1,шолохов->1,василий сидоров->1,диана->1,эльвира->1"
"182230",#"364",#"359",#"1958-03-04",#"николай заболоцкий->1,хлебников->1,соколов->2"
"182231",#"364",#"359",#"1958-03-05",#
"182232",#"364",#"359",#"1958-03-06",#"гарольд->1,рамиль->1,хаким->1,василий трубицын->1,гавриил орлов->1,васька->1,нелюбов->1"
"182233",#"364",#"359",#"1958-03-07",#"булганин->3,рузвельт->1,айк->3,гарольд->1,эдли стивенсон->1,ричард никсон->1,стивенсон->1,штальберг->1,келли грейс->1"
"182234",#"364",#"359",#"1964-02-14",#
"182235",#"364",#"359",#"1964-02-15",#"тамара->1,эдик->1"
"182236",#"364",#"359",#"1964-02-23",#"никита->1,достоевский->1,ермил->1,джон->1,никита хрущев->1,хрущев->14,сталин->1,израиль->1,натан ф->1,туайнинга->1,тито->1,булганин->1,сергей->1,А Н туполева->1"
"182237",#"364",#"359",#"1964-02-24",#"хрущев->3,сталин->3,берия->1,тито->2,матиас->1,ракош->1,каганович->1,владислав->1,имре->3,надя->3,жуков->1"
"182238",#"364",#"359",#"1964-02-25",#"хрущев->25,мао->3,молотов->6,булганин->3,микоян->1,маленков->3,шепил->1,жуков->3,храбрый->1,суслов->1,тито->2,сталин->4,шепиловая->1,каганович->1,джон->2,черчилла->1,фултоня->1,михая->1,кеннеди->1,джонсон->1,голля->3"
"182239",#"364",#"359",#"1964-02-29",#"маяковский->23,мохова->1,ломоносов->1,ермил->1,татьяна яковлева->3,лила брик->1,вероника полонская->1,людмила владимировна маяковская->1,люда->2,лиля брик->1,людмила владимировна->1,марьина->1,джон перс->1,лиля->1,яковлева->2,эльза->2,париж->1,гамлет->1,дантес->1,иван семёнович->1,набоков->3,пруст->2,роман->1,николай гумилев->1,гумилев->9,киплинга->1,теофиль->1,готье->1,горький->1,ленин->1"
"182240",#"364",#"359",#"1964-03-05",#"буш->1,антоний->1,лукреция->1,борджиа->1,тамуся->1,джон->1,хантёрший->1"
"182241",#"364",#"359",#"1964-03-06",#"том->1,набоков->1,франсуа->1"
"182242",#"364",#"359",#"1964-03-26",#"глаголев->2,тамара->1,хрущев->1,брежнев->1,джек->2,рубящий->2,освальд харви->1,освальд->2,кеннеди->1"
"182243",#"364",#"359",#"1964-03-27",#"рузвельт->2,сталин->1,муссолини->1,гитлер->1,керзон->1,померания->1"
"182244",#"364",#"359",#"1964-03-28",#"черчилль уинстон->1"
"182245",#"364",#"359",#"1964-03-29",#"чан->1,кай->1,мао->1,ганди->1,георгий->1,павел->1"
"182246",#"364",#"359",#"1964-03-29",#"тито->1,сталин->1"
"182247",#"364",#"359",#"1964-03-29",#"аденауэр->1"
"182248",#"364",#"359",#"1964-03-29",#
"182249",#"364",#"359",#"1964-03-29",#"моссадык->1,макартур->1"
"182250",#"364",#"359",#"1964-03-29",#"И В сталин->1,георгий максимилианович маленков->1,никита хрущев->1,мосаддык->1"
"182251",#"364",#"359",#"1964-03-29",#"георгий маленков->1,николай александрович булганин->1,молотов->1,хрущев->1,жуков->1"
"182252",#"364",#"359",#"1964-03-29",#"конев->1,булганин->1,хрущев->1,тито->1,аденауэр->1"
"182253",#"364",#"359",#"1964-03-29",#"хрущев->3,сталин->3,райк->1,тито->1,миндсенти->1,имре->3,надя->3,рокоссовский->2,венгров->1,янош кадар->1,булганин->1,израиль->1,иден->1"
"182254",#"364",#"359",#"1964-03-29",#"хрущев->2,молотов->1,маленков->1,каганович->1,шепиловая->1"
"182255",#"364",#"359",#"1964-03-29",#"хименес->1,фрондизя->1,сирия->1,хрущев->3,булганин->1,микоян->1,касем->1,хусейн->1,хаммаршельд->1,шехаб->1,пий->1,ронкалли->1,иоанн->1,москва->1"
"182256",#"364",#"359",#"1964-03-29",#"макариос->1,микоян->1,макмиллан->1,хрущев->4,касем->2,аденауэр->1"
"182257",#"364",#"359",#"1964-03-30",#"хрущев->2"
"182258",#"364",#"359",#"1964-04-01",#"кичко->7,джон->1,голланда->1,хрущев->1,григорий чухрай->1"
"182259",#"364",#"359",#"1964-04-02",#"аллен->1,дрюри->2,отто премингер->1,меньшиков->1,василий->1,ташик->1,мао->1,хрущев->3,никита->2,кадар->1"
"182260",#"364",#"359",#"1964-04-15",#"тамуся->1,эдик->1,гуларт->1,хрущев->4,суслов->1,ленгор->2,леонид фёдорович ильичев->1,ильичев->2,мао->1,никита->1,эдгар->1,фора->1,эдгар иванович->1,зять->1,макартур дуглас->1,макартур->1,шекспир->1"
"182261",#"364",#"359",#"1964-04-18",#"джо->1,покателло->1,ричард барт->1,джон ларсен->1,том->1,набоков->3,лолита->2,достоевский->3"
