note_id,#diary_id,#author_id,#note_date,#people
"184963",#"510",#"502",#"1942-02-07",#"доценко->1,сидаша->4,сергеев->2,муратов->2,крылов->1,дуся->1,максимов->1,куликов->1"
"184964",#"510",#"502",#"1942-02-08",#"сергиенко->1,купер->3,сергей кононенко->1,макаров->1,сидаша->2,куликов->1,вовка крылов->1"
"184965",#"510",#"502",#"1942-02-09",#"куперов->1,серёжа кононенко->1,сашка->1,купцов->1,алексей->1,сергеев->1,кучеров->1,сергиенко->2,виктор карпухин->1,виктор->1"
"184966",#"510",#"502",#"1942-02-10",#"крылов->1,сидаша->4,крамар->4,куперов->1,миронов->2,меев->1,людмила королёва->1,кучеров->1,григорьев->1,строганов->1,фролов->1"
"184967",#"510",#"502",#"1942-02-11",#"сергей->1,сергиенко->3,сидаша->1,батурин->1,макаров->1,меева->1,крамар->2,дуся->1,бабурин->1"
"184968",#"510",#"502",#"1942-02-12",#"ольга->1,витька з->1"
"184969",#"510",#"502",#"1942-02-13",#"иван->1,поляков->1,иван иванович->1,антон копылов->1,ваня->1,сазонтьев->1,поздняков->1,корнев->1,перетрухин->1,меев->1,крылов->1,сидаша->2,вовка->1"
"184970",#"510",#"502",#"1942-02-14",#"поляков->2,иван->1,сидаша->1,крылов->1,пилипенко->1,васька->1,ник->1,левин->1,А петрин->1,копылов->1"
"184971",#"510",#"502",#"1942-02-15",#"поляков->2,меев->1,витька з->1,валя->1"
"184972",#"510",#"502",#"1942-02-16",#"меев->1,иван->1,копылов->1,иванов->1"
"184973",#"510",#"502",#"1942-02-17",#"люба->1,новиков->1,поляков->3,шилкин->1,дахное->1,паршаков->1,кирилл->1,чусов->1,корнев->1,левин->1,борис->1,витька->1"
"184974",#"510",#"502",#"1942-02-18",#"левин->1,поляков->2,паршаков->1,григорьев->1,николаев->1,сергей паршаков->1,шаниашвили->1"
"184975",#"510",#"502",#"1942-02-19",#"поляков->1,левин->1"
"184976",#"510",#"502",#"1942-02-20",#
"184977",#"510",#"502",#"1942-02-21",#"паршаков->1,сергей паршаков->1,виктор смирнов->1,филатов->1,дуся->1,маруся->1,геннадий->1,перетрухин->1"
"184978",#"510",#"502",#"1942-02-22",#"витька смирнов->1,перетрухин->1,петров->1,мокроусов->2,володя->1,виктор ольшевский->1,виктор->2,дахное->1,андрюшкин->1,васька никишин->1,беляев->1,лавренёвая->1,мокроусый->1,поляков->1"
"184979",#"510",#"502",#"1942-02-23",#"филат->2,перетрухин->1,иванов->1,корнев->1,позняков->3,семён->2,виктор ольшевский->1,семёнов->1,мокроусов->1,шелагин->3,петров->2,виктор->4,бауева->1,валуев->1"
"184980",#"510",#"502",#"1942-02-24",#"чусов->1,филат->1,позняков->1,кудрявцев->1,поляков->1,пилипенко->1,витька->1"
"184981",#"510",#"502",#"1942-02-25",#"борис лавренёв->1,витька смирнов->1,свитенко->1,камбуларов->1"
"184982",#"510",#"502",#"1942-02-26",#"витька->2,мокроусов->2,позняков->1,желанина->1,мишка филатов->1,витька смирнов->1,гончар->1,семён->1,перетрухин->1,поляков->1,семёновая->1,сидаша->1,самсон->1"
"184983",#"510",#"502",#"1942-02-27",#"смирнова->1,витька->3,трубицин->2,семёновая->1,сидаша->1,копылов->1,баржан->1,корнев->1,поляков->1,сашка григорьев->1,сашка->1"
"184984",#"510",#"502",#"1942-02-28",#"семён->1,ерлыкин->1,мокроусов->1,поздняков->1,жданов->1"
"184985",#"510",#"502",#"1942-03-01",#"корнев->1,шилкин->1"
"184986",#"510",#"502",#"1942-03-02",#"этельман->1,куликов->1,позняков->1,аркаша меев->1"
"184987",#"510",#"502",#"1942-03-03",#"мокроусов->2,позняк->1,телагин->1,смирнов->1,жилкин->1,купер->1,доценко->1,крылов->1"
"184988",#"510",#"502",#"1942-03-04",#"агафон->2,доценко->3,позняков->2,кецмарашвили->1,филатов->2,катя->1,николаев->1,жданов->1,цай->1,хаим->1,витька->1"
"184989",#"510",#"502",#"1942-03-05",#"витька->2,сергиенко->1,позняков->2,жданов->1,позняк->1"
"184990",#"510",#"502",#"1942-03-06",#"доценко->1,жданов->1,сидаша->1,мокроусов->3,позняк->3,позняков->3,агеев->4,муратов->3,микоян->1,григорьев->1,меев->1,кирилл->1"
"184991",#"510",#"502",#"1942-03-07",#"пилипенко->1,дот->1,самсонов->1,дуглас->1,смирнов->1,никитин->1,лещенко->1,лобанов->1,костиков->1,вася никишин->1,трубицин->2"
"184992",#"510",#"502",#"1942-03-08",#"меев->1,вася->1,ник->1,сергиенко->1,миронов->1,поляков->2,камерилов->1"
"184993",#"510",#"502",#"1942-03-09",#"овчаренко->1,куликов->1,меев->1,виктор смирнов->1"
"184994",#"510",#"502",#"1942-03-10",#"витька->1,андронов->1,сергиенко->2,виктор->1,дахное->1"
"184995",#"510",#"502",#"1942-03-11",#"витька->1,виктор->1,симушиный->1"
"184996",#"510",#"502",#"1942-03-12",#"быков->1,сильверст->1,самсонов->1,васька->1,ганс->1"
"184997",#"510",#"502",#"1942-03-13",#"виктор->1,самсонов->1,перетрухин->1,сергиенко->1"
"184998",#"510",#"502",#"1942-03-14",#"самсонов->1,самсон->1"
"184999",#"510",#"502",#"1942-03-15",#"василий->1,корнеев->1,борис->1,бусы->1,васина->1,быков->1,виктор хохлов->1,хохлов->1"
"185000",#"510",#"502",#"1942-03-16",#
"185001",#"510",#"502",#"1942-03-17",#"миронов->1,селиверстов->1,самсонов->1,корнев->1"
"185002",#"510",#"502",#"1942-03-18",#
"185003",#"510",#"502",#"1942-03-19",#
"185004",#"510",#"502",#"1942-03-20",#"крылов->2,володя крылов->1,валерий чкалов->1,хохлов->1"
"185005",#"510",#"502",#"1942-03-21",#"мокроусов->1"
"185006",#"510",#"502",#"1942-03-22",#"иванов->1,харрикейн->1,майор->1,никитин->1,миронов->1,андрон->1,пушкин->1"
"185007",#"510",#"502",#"1942-03-23",#"морокин->1,В смирнов->1,поляков->1,ленин->1"
"185008",#"510",#"502",#"1942-03-24",#"ханко->1"
"185009",#"510",#"502",#"1942-03-25",#"харрикейн->2,петрин лёша->1"
"185010",#"510",#"502",#"1942-03-26",#"яншин->1,перетрухин->1,Н королёв->1,щедрин->1,баландин->1"
"185011",#"510",#"502",#"1942-03-27",#"М сергиенко->1,никишин->1,карпов->1"
"185012",#"510",#"502",#"1942-03-28",#"фурманов->1,беляев->1,оля->1,валька никишин->1,витька->1"
"185013",#"510",#"502",#"1942-03-29",#"шилкин->1,витька->2,галина->1"
"185014",#"510",#"502",#"1942-03-30",#"поляков->4,борис милёхин->1,павлов->1,шилкин->1,куликов->1"
"185015",#"510",#"502",#"1942-03-31",#"щедрин->1,В сергиенко->1,соболев->1,крылов->1,лещенко->1,перетрухин->1,шумов->1,трубицын->1,сергиенко->1,грунин->1,беляев->1,поляков->1"
"185016",#"510",#"502",#"1942-04-01",#"куликов->1"
"185017",#"510",#"502",#"1942-04-02",#"витька->2"
"185018",#"510",#"502",#"1942-04-03",#"шилкин->1,борис->1,бусы->1"
"185019",#"510",#"502",#"1942-04-04",#"витька->1,сухов->1"
"185020",#"510",#"502",#"1942-04-05",#"витька->2"
"185021",#"510",#"502",#"1942-04-06",#"трубицин->1,артём->1"
"185022",#"510",#"502",#"1942-04-07",#"вася никишин->1,артём->1,вася сергиенко->1,В шекспир->1,шекспир->1"
"185023",#"510",#"502",#"1942-04-08",#"полина->1,корнев->2,самсон->1,зина->1,сергиенко->1,серёжка->1,паршаков->1,ваня решетников->1,алексей андронов->1,иван->1"
"185024",#"510",#"502",#"1942-04-09",#"корнев->1,виктор смирнов->1,дахное->1,грунин->1,витька->1,серёжка->1,паршаков->1"
"185025",#"510",#"502",#"1942-04-10",#"щедрин->1,гала виноградова->1,левин->1"
"185026",#"510",#"502",#"1942-04-11",#"виктор->1,сергиенко->1,витька->1"
"185027",#"510",#"502",#"1942-04-12",#"алёша->2,андра->2,зина->2,фалимева->1,полина->1,мария василиевна->1,нюра->1"
"185028",#"510",#"502",#"1942-04-13",#"витька->2,гитлер->1"
"185029",#"510",#"502",#"1942-04-14",#"В смирнов->1,стеша->1,виктор карпухин->1"
"185030",#"510",#"502",#"1942-04-15",#"В смирнов->1,виктор->2,быков->1,лидий->1,нина->1,иван->1,самсон->1,буба->1"
"185031",#"510",#"502",#"1942-04-16",#"виктор->2,самсонов->1,иван николаев->1,иванов->1,самсон->1,корнейчук->1"
"185032",#"510",#"502",#"1942-04-17",#"витька->1,карпухин->1,кисляков->1,блидик->1,иван->1,щорс->1,шилкин->1,борис->1,бусы->1,сергей есенин->1"
"185033",#"510",#"502",#"1942-04-18",#"шилкин->1,щедрин->1,аксёненко->1,щорс->2,корнев->1,строганов->1,хороший->1,самойлов->1,иван->1"
"185034",#"510",#"502",#"1942-04-19",#"загусинский->1,трубицин->1"
"185035",#"510",#"502",#"1942-04-20",#"шилкин->1,сергиенко->1,быков->1,витька->1"
"185036",#"510",#"502",#"1942-04-21",#"зверев->2,трубицин->2,кирсан->2"
"185037",#"510",#"502",#"1942-04-22",#"иван сидорович->1,витька->1"
"185038",#"510",#"502",#"1942-04-23",#"костюк->1,борис милёхин->1,генрих->1,варс->1,никитин->1,иванов->1"
"185039",#"510",#"502",#"1942-04-24",#"островский->1,гоголь->1,оля->1"
"185040",#"510",#"502",#"1942-04-25",#"смирнов->1,иванов->1,надя->1"
"185041",#"510",#"502",#"1942-04-26",#
"185042",#"510",#"502",#"1942-04-27",#"иванов->1,лебедев->1,костюк->1,трубицин->1,салтыков->1"
"185043",#"510",#"502",#"1942-04-28",#"А И иванов->1"
"185044",#"510",#"502",#"1942-04-29",#"серёгин->1,авдеев->1,миронов->1,антон->1,ива->1,мухин->1,симочка->1,коля->1,фельд->1,пиня->1,гофман->1,джон->1,сильвер->1"
"185045",#"510",#"502",#"1942-04-30",#"кирсан->1,родионов->1,гитлер->1,иванов->1,виктор->2,люба->1,иван григориевич->1,лобанов->1,серёгин->1"
"185046",#"510",#"502",#"1942-05-01",#"сергиенко->2,корнев->1,перетрухин->1,фалилеев->2"
"185047",#"510",#"502",#"1942-05-02",#"кузнецов->1,ленин->1,голубев->1,григорьев->1,трубицын->1,иванов->1,родионов->1,фалилеев->1,хороший->1,жаров->1"
"185048",#"510",#"502",#"1942-05-03",#"иванов->1,рябцов->1,шура->1"
"185049",#"510",#"502",#"1942-05-04",#"ненашева->1,дружков->1,иванов->1,николай лебедев->1,сталин->1"
"185050",#"510",#"502",#"1942-05-05",#"сталин->1,боева->1,молотов->1,савин->1"
"185051",#"510",#"502",#"1942-05-06",#"кронина->1,эндрю мэнсон->1"
"185052",#"510",#"502",#"1942-05-07",#"милёхин->1,жора товстоухов->1,сенька коновский->1,виктор->1,саша елтанский->1,товстоухов->1,люба->2,смирнова->1,егоров->1,софья николаева->1,полина->1,ива->1"
"185053",#"510",#"502",#"1942-05-08",#"левин->1,витька->1,никишин->2,сергиенко->1,быков->1,шолохов->1,григорьев->1"
"185054",#"510",#"502",#"1942-05-09",#"батурин->1,лебедев->1,садовников->1,платон кречет->1,лидий->1,валей->1,валя->1,А григорьев->1"
"185055",#"510",#"502",#"1942-05-10",#"блинов->1,резников->1,гутман->1,самсонов->2,шилкин->1,миронов->1,рита->6,лидий->1,сашка->1,цыганчик филатов->1,саша->2,никишин->1"
"185056",#"510",#"502",#"1942-05-11",#"арон орловский->1,арон->1,сталин->1,Т драйзер->1,маргарита->1"
"185057",#"514",#"506",#"1942-04-04",#
"185058",#"514",#"506",#"1942-04-05",#"холодилин->1,нечаев->1,П З андреев->1,мефистофель->1,андреев->1,ульрих->1,студенцов->1,железнов->1,горин->1,горяинов->1"
"185059",#"514",#"506",#"1942-04-06",#"котов->1,загурский->1,остроумова->1,лебедева->1"
"185060",#"514",#"506",#"1942-04-07",#"аничкин->1"
"185061",#"514",#"506",#"1942-04-09",#"лебедев->1,корнилов->2"
"185062",#"514",#"506",#"1942-04-10",#"остроумов->1,конашевич->1,верейский->1,рудаков->1,лишева->1,хигера->1"
"185063",#"514",#"506",#"1942-04-11",#"остроумова->1,корнилов->1"
"185064",#"514",#"506",#"1942-04-12",#"корнилов->1,тучкова->1"
"185065",#"514",#"506",#"1942-04-13",#"кроленко->1,шостакович->1,лишева->1"
"185066",#"514",#"506",#"1942-04-14",#"пакулин->1,свистунов->1,маша->1,шумилов->1,лишева->1"
"185067",#"514",#"506",#"1942-04-15",#"пахомов->1,верейский->1,павлов->1,мочалов->1,петра->1"
"185068",#"514",#"506",#"1942-04-17",#"белкин->2,кучумов->2,дормидонтов->1,бадаевский->1,пахомов->1"
"185069",#"514",#"506",#"1942-04-19",#"маша->1,анисимов->1"
"185070",#"514",#"506",#"1942-04-20",#"корнилов->1,юлия евстафиевна->1,лишева->1,остроумова->1"
"185071",#"514",#"506",#"1942-04-21",#"боголюбов->1,ольга михайловна->1,загурский->1"
"185072",#"514",#"506",#"1942-04-22",#
"185073",#"514",#"506",#"1942-04-23",#
"185074",#"514",#"506",#"1942-04-24",#
"185075",#"514",#"506",#"1942-04-25",#"твелкин->1,анна->1,андреевский->2,горелый->1,остроумова->1"
"185076",#"514",#"506",#"1942-04-26",#"кроленко->1,богинский->1,вивьен->1,мария георгиевна->1,соловьевская->1,лена->1,штраус->1,элиасберг->1"
"185077",#"514",#"506",#"1942-04-27",#"маша->1,микоян->1"
"185078",#"514",#"506",#"1942-04-29",#"маша->2,ефимов->1,владимиров->1,конашевич->2,тарасов->1,бродский->1,тагер->1"
"185079",#"514",#"506",#"1942-05-01",#
"185080",#"514",#"506",#"1942-05-04",#
"185081",#"514",#"506",#"1942-05-05",#"тарасов->2,шумилов->1,фёдорова->1,каменский->1"
"185082",#"514",#"506",#"1942-05-06",#"пахомов->1,прошкин->2,конашевич->1,пинчук->1,попков->1"
"185083",#"514",#"506",#"1942-05-07",#"ефим->1"
"185084",#"514",#"506",#"1942-05-08",#"загурский->2,конашевич->1,казанцев->1,кобелев->1,исаева->1,жданов->1,стрекавин->1,боголюбов->1,марин->3,лидия семёновна->1,остроумова->1,лебедева->1,худяков->1,ольга михайловна->1"
"185085",#"514",#"506",#"1942-05-10",#"александро->1,чайковский->1,яблонская->1,мопассан->1"
"185086",#"514",#"506",#"1942-05-11",#"загурский->1,ольга михайловна->1,мария иосифовна->1,тагер->3,худяков->1,нечаев->1,студенцов->1,железнова->1"
"185087",#"514",#"506",#"1942-05-13",#"загурский->1,константинов->1,лазутин->1"
"185088",#"514",#"506",#"1942-05-14",#"исаакий->1"
"185089",#"514",#"506",#"1942-05-15",#
"185090",#"514",#"506",#"1942-05-17",#"александро->1,федотов->1,бруни->1,боголюб->1,прошкин->1"
"185091",#"514",#"506",#"1942-05-18",#"андреев->1,карев->1,лапшин->1,плешаков->1,савинов->1,юдин->1"
"185092",#"514",#"506",#"1942-05-21",#"маша->1,попков->2,лишева->1,лазутин->1"
"185093",#"514",#"506",#"1942-05-21",#"лишева->1,элиасберг->1,родионов->1,иоганн штраус->1,журавлев->1,шестаков->1"
"185094",#"514",#"506",#"1942-05-25",#
"185095",#"514",#"506",#"1942-05-27",#"филиппов->3,маша->3"
"185096",#"514",#"506",#"1942-05-30",#
"185097",#"514",#"506",#"1942-05-31",#"боголюбов->1,богданов->1,алексеев->1,брюханова->1,потемкин->1,хороший->1,бажаева->1,ларионов->1,смирнова->1"
"185098",#"514",#"506",#"1942-06-01",#"лавр->2"
"185099",#"514",#"506",#"1942-06-05",#
"185100",#"514",#"506",#"1942-06-06",#"кроленко->2"
"185101",#"514",#"506",#"1942-06-09",#"боголюбов->1"
"185102",#"514",#"506",#"1942-06-10",#"лавр->1,машка->1"
"185103",#"514",#"506",#"1942-06-13",#"епифанов->1,голлербах->1,альтман->1,сережа->1"
"185104",#"514",#"506",#"1942-06-15",#"остроумова->1"
"185105",#"514",#"506",#"1942-06-16",#"Ф Ф нотгафт->1,анастасия сергеевна->1"
"185106",#"514",#"506",#"1942-06-19",#"остроумова->1,рубанчик->2,аничкин->1"
"185107",#"514",#"506",#"1942-06-21",#"загурский->1"
"185108",#"514",#"506",#"1942-06-22",#"ефим->1,кирилл владимирович->1"
"185109",#"514",#"506",#"1942-06-23",#"рыков->1,елизавета дмитриевна->1,елиза->1"
"185110",#"514",#"506",#"1942-06-25",#
"185111",#"514",#"506",#"1942-06-26",#"валерия семёновна->1,лидия семёновна->1,загурский->1"
"185112",#"514",#"506",#"1942-06-27",#"митрохин->1,корнилов->2,элиасберг->1"
"185113",#"514",#"506",#"1942-06-28",#"маруся->1"
"185114",#"514",#"506",#"1942-06-29",#"конашевич->1,суетин->1"
"185115",#"514",#"506",#"1942-07-01",#"тагер->1,екатерина->1,загурский->1"
"185116",#"514",#"506",#"1942-07-02",#"таня->1,маша->1"
"185117",#"514",#"506",#"1942-07-03",#
"185118",#"555",#"547",#"1916-03-07",#
"185119",#"555",#"547",#"1916-04-30",#
"185120",#"555",#"547",#"1916-05-10",#"борис->1"
"185121",#"555",#"547",#"1916-06-14",#
"185122",#"555",#"547",#"1916-06-17",#
"185123",#"555",#"547",#"1916-06-25",#
"185124",#"555",#"547",#"1916-06-30",#"павлов->1"
"185125",#"555",#"547",#"1916-07-04",#
"185126",#"555",#"547",#"1916-07-07",#
"185127",#"555",#"547",#"1916-07-13",#
"185128",#"555",#"547",#"1916-07-19",#
"185129",#"555",#"547",#"1916-07-21",#
"185130",#"555",#"547",#"1916-07-26",#
"185131",#"555",#"547",#"1916-07-31",#
"185132",#"555",#"547",#"1916-08-01",#
"185133",#"555",#"547",#"1916-08-02",#
"185134",#"555",#"547",#"1916-08-04",#
"185135",#"555",#"547",#"1916-08-05",#
"185136",#"555",#"547",#"1916-08-06",#
"185137",#"555",#"547",#"1916-08-10",#
"185138",#"555",#"547",#"1916-08-12",#
"185139",#"555",#"547",#"1916-08-16",#
"185140",#"555",#"547",#"1916-08-21",#
"185141",#"555",#"547",#"1916-08-25",#
"185142",#"555",#"547",#"1916-08-29",#
"185143",#"555",#"547",#"1916-08-31",#
"185144",#"555",#"547",#"1916-09-01",#
"185145",#"555",#"547",#"1916-09-05",#
"185146",#"555",#"547",#"1916-10-18",#
"185147",#"555",#"547",#"1916-10-02",#
"185148",#"555",#"547",#"1916-10-04",#
"185149",#"555",#"547",#"1916-10-06",#
"185150",#"555",#"547",#"1916-10-07",#
"185151",#"555",#"547",#"1916-10-08",#
"185152",#"555",#"547",#"1916-10-13",#
"185153",#"555",#"547",#"1916-10-27",#
"185154",#"555",#"547",#"1916-10-22",#
"185155",#"555",#"547",#"1916-10-24",#
"185156",#"555",#"547",#"1916-11-25",#
"185157",#"555",#"547",#"1916-11-28",#
"185158",#"555",#"547",#"1916-12-01",#
"185159",#"555",#"547",#"1916-12-04",#
"185160",#"555",#"547",#"1916-12-05",#"пол->1"
"185161",#"555",#"547",#"1916-12-07",#
"185162",#"555",#"547",#"1916-12-13",#
"185163",#"555",#"547",#"1916-12-19",#
"185164",#"555",#"547",#"1917-01-13",#
"185165",#"555",#"547",#"1917-01-14",#
"185166",#"555",#"547",#"1917-01-14",#
"185167",#"555",#"547",#"1917-01-15",#
"185168",#"555",#"547",#"1917-01-23",#
"185169",#"555",#"547",#"1917-01-31",#
"185170",#"555",#"547",#"1917-02-10",#
"185171",#"555",#"547",#"1917-02-12",#
"185172",#"555",#"547",#"1917-02-19",#
"185173",#"555",#"547",#"1917-02-23",#
"185174",#"555",#"547",#"1917-02-24",#"И В наумов->1"
"185175",#"555",#"547",#"1917-02-25",#
"185176",#"555",#"547",#"1917-02-26",#
"185177",#"555",#"547",#"1917-02-28",#
"185178",#"555",#"547",#"1917-03-01",#
"185179",#"555",#"547",#"1917-03-02",#
"185180",#"555",#"547",#"1917-03-07",#"иванушкин->1"
"185181",#"555",#"547",#"1917-03-18",#"михаил->1,александрович->1,николай николаевич->1"
"185182",#"555",#"547",#"1917-03-21",#
"185183",#"555",#"547",#"1917-03-22",#
"185184",#"555",#"547",#"1917-03-23",#
"185185",#"555",#"547",#"1917-03-24",#
"185186",#"555",#"547",#"1917-03-25",#"святополк мирский->1"
"185187",#"555",#"547",#"1917-03-26",#"подгорецкий->1"
"185188",#"555",#"547",#"1917-04-01",#"надсон->1"
"185189",#"555",#"547",#"1917-04-03",#"святополк мирской->1"
"185190",#"555",#"547",#"1917-04-20",#
"185191",#"555",#"547",#"1917-04-25",#
"185192",#"555",#"547",#"1917-05-02",#
"185193",#"555",#"547",#"1917-05-06",#"подгорецкий->1"
"185194",#"555",#"547",#"1917-05-06",#
"185195",#"555",#"547",#"1917-05-16",#
"185196",#"555",#"547",#"1917-05-22",#
"185197",#"555",#"547",#"1917-06-09",#"поль->1"
"185198",#"555",#"547",#"1917-06-09",#"соловьев->1,таня->1"
"185199",#"555",#"547",#"1917-06-17",#
"185200",#"555",#"547",#"1917-06-17",#
"185201",#"555",#"547",#"1917-06-19",#"корнилов->1,всеволод соловьев->1,борис->1,нина->1"
"185202",#"555",#"547",#"1917-06-23",#
"185203",#"555",#"547",#"1917-06-27",#
"185204",#"555",#"547",#"1917-07-01",#
"185205",#"555",#"547",#"1917-07-07",#
"185206",#"555",#"547",#"1917-07-13",#
"185207",#"555",#"547",#"1917-06-14",#
"185208",#"555",#"547",#"1917-08-19",#
"185209",#"555",#"547",#"1917-08-20",#
"185210",#"555",#"547",#"1917-08-24",#
"185211",#"555",#"547",#"1917-10-07",#
"185212",#"555",#"547",#"1917-11-25",#
"185213",#"555",#"547",#"1917-11-28",#
"185214",#"555",#"547",#"1917-12-01",#
"185215",#"556",#"548",#"1970-01-01",#
"185216",#"556",#"548",#"1970-01-01",#
"185217",#"556",#"548",#"1970-01-02",#
"185218",#"556",#"548",#"1970-01-03",#"мороз->1,паламарчук->1"
"185219",#"556",#"548",#"1970-01-04",#"паламарчук->1,гогулько->1"
"185220",#"556",#"548",#"1970-01-06",#"андрюшенко->1,сухоруков->1"
"185221",#"556",#"548",#"1970-01-07",#
"185222",#"556",#"548",#"1970-01-09",#
"185223",#"556",#"548",#"1970-01-11",#"александр исакович->1"
"185224",#"556",#"548",#"1970-01-13",#
"185225",#"556",#"548",#"1970-01-14",#"пётр дорошенко->1"
"185226",#"556",#"548",#"1970-01-16",#
"185227",#"556",#"548",#"1970-01-17",#"ленин->1"
"185228",#"556",#"548",#"1970-01-18",#
"185229",#"556",#"548",#"1970-01-19",#
"185230",#"556",#"548",#"1970-01-31",#
"185231",#"556",#"548",#"1970-02-22",#"погожин->1"
"185232",#"556",#"548",#"1970-02-23",#
"185233",#"556",#"548",#"1970-02-24",#"степан->3,погожин->1"
"185234",#"556",#"548",#"1970-02-25",#"степан->3,витя->1,эдуард->1"
"185235",#"556",#"548",#"1970-04-06",#
"185236",#"556",#"548",#"1970-04-13",#
"185237",#"556",#"548",#"1970-04-18",#"зуев->1"
"185238",#"556",#"548",#"1970-04-19",#
"185239",#"556",#"548",#"1970-04-23",#
"185240",#"556",#"548",#"1970-04-24",#
"185241",#"556",#"548",#"1970-04-29",#
"185242",#"556",#"548",#"1970-05-01",#"жаров->1"
"185243",#"556",#"548",#"1970-05-02",#
"185244",#"556",#"548",#"1970-05-03",#
"185245",#"556",#"548",#"1970-05-04",#"ленин->2"
"185246",#"556",#"548",#"1970-05-05",#
"185247",#"556",#"548",#"1970-05-08",#
"185248",#"556",#"548",#"1970-05-09",#
"185249",#"556",#"548",#"1970-05-23",#"белов->1"
"185250",#"556",#"548",#"1970-06-06",#
"185251",#"556",#"548",#"1970-06-16",#
"185252",#"556",#"548",#"1970-07-01",#"твардовский->1"
"185253",#"556",#"548",#"1970-07-03",#"щелоков->1"
"185254",#"556",#"548",#"1970-07-14",#
"185255",#"556",#"548",#"1970-07-16",#
"185256",#"556",#"548",#"1970-07-17",#"юрченко->1"
"185257",#"556",#"548",#"1970-07-24",#
"185258",#"556",#"548",#"1970-08-13",#"хрущев->1"
"185259",#"556",#"548",#"1970-09-09",#"степаненко->1,бабанин->1,шапошников->1"
"185260",#"556",#"548",#"1970-09-27",#
"185261",#"556",#"548",#"1970-10-19",#
"185262",#"556",#"548",#"1970-11-16",#
"185263",#"556",#"548",#"1970-11-19",#
"185264",#"556",#"548",#"1970-11-23",#
"185265",#"556",#"548",#"1970-11-24",#
"185266",#"556",#"548",#"1970-11-25",#"брежнев->1"
"185267",#"556",#"548",#"1970-11-28",#
"185268",#"556",#"548",#"1970-12-04",#
"185269",#"556",#"548",#"1970-12-05",#
"185270",#"556",#"548",#"1970-12-08",#
"185271",#"556",#"548",#"1970-12-22",#"белов->2,ленин->2,садин->1"
"185272",#"556",#"548",#"1970-12-23",#"брежнев->1,герек->1,белов->1"
"185273",#"556",#"548",#"1970-12-25",#"виктор крюков->1,анна владимировна->1"
"185274",#"556",#"548",#"1970-12-31",#"фидель кастро->1,ганди->1"
"185275",#"556",#"548",#"1971-01-01",#
"185276",#"556",#"548",#"1971-01-05",#
"185277",#"556",#"548",#"1971-01-07",#"виктор крукин->1,иван моисеевич соляник->1"
"185278",#"556",#"548",#"1971-01-10",#"соляник->1"
"185279",#"556",#"548",#"1971-01-17",#"соляник->1"
"185280",#"556",#"548",#"1971-01-18",#"соляник->2"
"185281",#"556",#"548",#"1971-01-26",#"ленин->1"
"185282",#"556",#"548",#"1971-01-29",#"серебрянников->2"
"185283",#"556",#"548",#"1971-01-30",#
"185284",#"556",#"548",#"1971-02-01",#"иван николаевич->1,брежнев->1"
"185285",#"556",#"548",#"1971-02-02",#"анна владимировна->1,юрченко->1"
"185286",#"556",#"548",#"1971-02-05",#
"185287",#"556",#"548",#"1971-02-08",#
"185288",#"556",#"548",#"1971-02-09",#
"185289",#"556",#"548",#"1971-02-10",#
"185290",#"556",#"548",#"1971-02-13",#
"185291",#"556",#"548",#"1971-02-14",#
"185292",#"556",#"548",#"1971-02-15",#
"185293",#"556",#"548",#"1971-02-16",#"анатолий полуянов->1"
"185294",#"556",#"548",#"1971-02-18",#"полуянов->1"
"185295",#"556",#"548",#"1971-02-26",#
"185296",#"556",#"548",#"1971-02-27",#"фирс->1,денисюк->1"
"185297",#"556",#"548",#"1971-02-28",#
"185298",#"556",#"548",#"1971-03-05",#
"185299",#"556",#"548",#"1971-03-07",#"павел фёдорович->1"
"185300",#"556",#"548",#"1971-03-08",#
"185301",#"556",#"548",#"1971-03-09",#"вассо->1,чиндарев->1"
"185302",#"556",#"548",#"1971-03-18",#
"185303",#"556",#"548",#"1971-03-19",#
"185304",#"556",#"548",#"1971-03-20",#"суровый->1,чудновый->1"
"185305",#"556",#"548",#"1971-03-23",#
"185306",#"556",#"548",#"1971-03-25",#"нина ивановна->1"
"185307",#"556",#"548",#"1971-03-26",#
"185308",#"874",#"864",#"1937-02-12",#"никодим александрович->1,ионов->1,таня->5,анна гайковна->1,маяковский->1,лемешев->2,симонов->2"
"185309",#"874",#"864",#"1937-02-13",#"костя->3,саша сапожников->1,нина бурдина->1,альфонс->1,коська->1,несчастливцев->1,пошлая->1,миша лейбман->1,наталия василиевна->1"
"185310",#"874",#"864",#"1937-02-14",#"галя тарасова->1,настя->1,таня->3,миша->3,сергей->2,танька->1,юля->1,володя->1,черкешева аня->1,анька->1,беатриче->1,бенедикт->1,игорь геевский->1,шекспир->2,вахтангов->1,гамлет->2,симон->2,юлька->1,эсфирь->1,любовь->1"
"185311",#"874",#"864",#"1937-02-15",#"галя тарасова->1"
"185312",#"874",#"864",#"1937-02-16",#"лила->1,лиза->1,костя->1"
"185313",#"874",#"864",#"1937-02-18",#"костя->3,певцов->7,галя т->1,таня котляр->1,танька->1,сергей->1,нина->1,К С станиславский->2,данченко->1,константин сергеевич->2,станиславский->2"
